customer_id,amount,payment_method,failure_reason,previous_payments,previous_successes,previous_failures,previous_recovery,customer_tenure_months,average_payment_amount,retry_count,intervention,recovery_outcome
C13897,7062.04,Card,Insufficient Funds,17,8,9,Yes,26,5580.81,1,Payment Link,Recovered
C13898,5639.34,NetBanking,Temporary Failure,19,15,4,No,15,6451.21,2,No Action,Not Recovered
C13899,5419.51,Card,Insufficient Funds,4,2,2,No,35,4428.46,3,No Action,Not Recovered
C13900,2563.57,NetBanking,Insufficient Funds,16,14,2,Yes,11,3208.38,1,Payment Link,Recovered
C13901,3604.73,UPI,Bank Declined,7,1,6,No,9,2247.92,1,No Action,Not Recovered
C13902,15203.87,NetBanking,Insufficient Funds,9,5,4,No,23,11437.53,3,No Action,Not Recovered
C13903,1881.84,UPI,Temporary Failure,8,2,6,Yes,4,1552.61,0,No Action,Recovered
C13904,14557.66,Card,Authentication Failure,7,3,4,No,30,19510.64,2,No Action,Not Recovered
C13905,3091.55,UPI,Bank Declined,10,5,5,Yes,28,3824.42,1,No Action,Not Recovered
C13906,11549.48,Card,Insufficient Funds,8,5,3,Yes,25,15098.82,3,No Action,Not Recovered
C13907,1298.02,UPI,Authentication Failure,17,11,6,Yes,22,1236.21,0,Reminder,Not Recovered
C13908,6391.81,UPI,Temporary Failure,12,1,11,No,25,8041.21,0,No Action,Not Recovered
C13909,2218.6,Wallet,Temporary Failure,14,12,2,Yes,26,2846.01,3,No Action,Recovered
C13910,1289.28,UPI,Technical Error,12,12,0,Yes,29,1186.09,1,Retry,Recovered
C13911,4764.16,NetBanking,Temporary Failure,2,2,0,No,32,6648.72,1,Retry,Recovered
C13912,8969.88,Wallet,Technical Error,12,12,0,Yes,26,11490.33,2,No Action,Recovered
C13913,2034.69,UPI,Temporary Failure,14,8,6,No,28,2806.4,2,No Action,Recovered
C13914,1205.73,Card,Temporary Failure,7,1,6,Yes,20,1559.25,3,No Action,Not Recovered
C13915,3716.63,UPI,Bank Declined,13,2,11,Yes,2,4537.87,3,No Action,Recovered
C13916,3729.77,UPI,Temporary Failure,4,0,4,No,23,5054.12,1,No Action,Not Recovered
C13917,6202.49,UPI,Technical Error,1,1,0,No,5,5804.63,1,Retry,Recovered
C13918,8550.33,Wallet,Bank Declined,17,0,17,Yes,21,10488.41,3,No Action,Not Recovered
C13919,3814.32,UPI,Authentication Failure,3,2,1,No,22,2938.22,3,No Action,Not Recovered
C13920,17649.32,Card,Technical Error,17,12,5,Yes,11,20936.24,0,Retry,Not Recovered
C13921,4785.94,Card,Temporary Failure,8,1,7,No,30,5878.49,0,No Action,Not Recovered
C13922,3031.79,NetBanking,Technical Error,3,2,1,No,28,3556.96,0,Reminder,Recovered
C13923,1101.9,UPI,Bank Declined,10,2,8,No,36,1410.27,0,No Action,Not Recovered
C13924,3241.92,Card,Bank Declined,2,0,2,Yes,17,3017.15,0,No Action,Not Recovered
C13925,3056.24,Card,Technical Error,4,0,4,No,21,3165.7,3,No Action,Recovered
C13926,8623.91,Card,Bank Declined,14,10,4,Yes,36,5247.94,2,No Action,Not Recovered
C13927,5790.86,Wallet,Insufficient Funds,11,5,6,No,25,4151.13,3,No Action,Not Recovered
C13928,1557.06,NetBanking,Bank Declined,14,13,1,Yes,24,1736.67,0,Reminder,Recovered
C13929,4591.0,UPI,Temporary Failure,13,10,3,Yes,30,4819.88,3,No Action,Recovered
C13930,6845.01,Card,Temporary Failure,4,2,2,No,35,5187.6,1,No Action,Recovered
C13931,13581.65,UPI,Bank Declined,2,0,2,No,21,10794.31,3,No Action,Not Recovered
C13932,8135.99,UPI,Temporary Failure,2,2,0,Yes,6,7121.15,3,No Action,Recovered
C13933,7351.99,Card,Temporary Failure,11,10,1,Yes,21,8624.85,2,No Action,Recovered
C13934,4196.97,UPI,Temporary Failure,5,3,2,No,8,4565.35,0,Reminder,Recovered
C13935,5457.24,UPI,Bank Declined,9,9,0,Yes,5,3578.08,0,Reminder,Not Recovered
C13936,10868.82,Wallet,Insufficient Funds,20,8,12,No,10,13129.01,3,No Action,Not Recovered
C13937,1377.23,UPI,Technical Error,17,8,9,No,31,1115.73,3,No Action,Not Recovered
C13938,3024.49,Wallet,Insufficient Funds,12,0,12,Yes,30,3440.08,0,Payment Link,Not Recovered
C13939,2155.97,Card,Insufficient Funds,18,7,11,Yes,21,1506.36,1,Payment Link,Not Recovered
C13940,5417.4,Card,Insufficient Funds,3,2,1,No,36,7575.35,0,Payment Link,Not Recovered
C13941,10702.44,NetBanking,Bank Declined,5,0,5,No,27,7109.29,1,No Action,Not Recovered
C13942,2481.13,UPI,Insufficient Funds,20,4,16,Yes,35,2960.95,3,No Action,Not Recovered
C13943,590.99,UPI,Authentication Failure,14,3,11,No,32,610.53,3,No Action,Not Recovered
C13944,2876.34,UPI,Authentication Failure,16,8,8,No,26,1923.56,1,No Action,Not Recovered
C13945,8306.79,UPI,Technical Error,19,2,17,No,4,5162.24,0,No Action,Not Recovered
C13946,6149.67,Wallet,Authentication Failure,9,5,4,No,27,5474.02,3,No Action,Not Recovered
C13947,5634.13,NetBanking,Insufficient Funds,17,8,9,No,36,6996.35,0,Payment Link,Not Recovered
C13948,3197.28,UPI,Bank Declined,7,0,7,No,27,2023.63,3,No Action,Not Recovered
C13949,1437.74,UPI,Technical Error,10,4,6,No,6,1672.84,2,No Action,Not Recovered
C13950,6040.76,UPI,Bank Declined,4,3,1,Yes,18,6791.63,2,No Action,Not Recovered
C13951,2052.11,UPI,Authentication Failure,10,4,6,No,26,1667.2,2,No Action,Not Recovered
C13952,22955.83,Card,Technical Error,3,2,1,Yes,24,15196.61,1,Reminder,Recovered
C13953,6313.56,UPI,Authentication Failure,9,6,3,Yes,7,8411.29,0,Reminder,Recovered
C13954,2513.75,Card,Insufficient Funds,13,12,1,Yes,14,2112.25,2,No Action,Recovered
C13955,2452.69,UPI,Technical Error,1,0,1,No,13,1690.16,1,No Action,Not Recovered
C13956,3713.37,UPI,Bank Declined,15,7,8,No,26,4252.6,2,No Action,Not Recovered
C13957,3302.54,Card,Bank Declined,15,10,5,No,2,2554.0,3,No Action,Not Recovered
C13958,9774.35,Card,Insufficient Funds,11,4,7,No,23,9583.8,2,No Action,Not Recovered
C13959,4643.31,Wallet,Technical Error,10,0,10,No,28,2973.22,0,No Action,Recovered
C13960,2227.74,NetBanking,Authentication Failure,7,2,5,Yes,1,3106.33,0,No Action,Not Recovered
C13961,18149.57,UPI,Temporary Failure,1,0,1,No,32,17389.05,1,No Action,Not Recovered
C13962,4160.94,UPI,Bank Declined,7,0,7,No,12,5822.35,0,No Action,Not Recovered
C13963,7399.16,NetBanking,Insufficient Funds,5,3,2,No,35,6722.43,2,No Action,Not Recovered
C13964,2458.9,Wallet,Authentication Failure,16,5,11,Yes,26,2159.61,3,No Action,Not Recovered
C13965,5348.34,NetBanking,Insufficient Funds,8,4,4,No,31,7122.16,3,No Action,Recovered
C13966,5130.39,UPI,Temporary Failure,2,0,2,No,12,4430.46,1,No Action,Not Recovered
C13967,882.12,Wallet,Insufficient Funds,8,2,6,Yes,29,834.14,3,No Action,Not Recovered
C13968,20055.72,UPI,Bank Declined,14,9,5,Yes,5,13286.68,1,Reminder,Recovered
C13969,11232.48,Card,Temporary Failure,4,0,4,No,35,15325.26,1,No Action,Recovered
C13970,2911.12,Wallet,Bank Declined,15,5,10,No,7,1944.98,1,No Action,Not Recovered
C13971,1656.12,UPI,Authentication Failure,7,7,0,Yes,16,2015.41,0,Reminder,Recovered
C13972,5282.21,Wallet,Authentication Failure,20,17,3,No,32,5445.39,2,No Action,Not Recovered
C13973,4287.28,UPI,Temporary Failure,8,7,1,Yes,17,2782.98,0,Retry,Recovered
C13974,5316.58,Wallet,Authentication Failure,11,7,4,Yes,21,3197.19,3,No Action,Recovered
C13975,4662.52,UPI,Bank Declined,2,1,1,No,27,6287.14,0,No Action,Not Recovered
C13976,5997.17,Wallet,Temporary Failure,9,7,2,Yes,15,7159.05,1,Retry,Recovered
C13977,12732.26,UPI,Temporary Failure,6,1,5,No,23,14631.26,0,No Action,Not Recovered
C13978,6301.43,Card,Temporary Failure,1,0,1,Yes,8,5991.68,0,No Action,Not Recovered
C13979,1727.32,Card,Technical Error,3,2,1,No,25,1366.12,3,No Action,Not Recovered
C13980,11897.69,Card,Temporary Failure,10,9,1,No,11,13609.65,2,No Action,Recovered
C13981,14861.68,UPI,Temporary Failure,5,2,3,No,21,16149.31,1,No Action,Not Recovered
C13982,49796.25,Card,Technical Error,12,11,1,Yes,10,58813.04,0,Retry,Recovered
C13983,1628.24,UPI,Bank Declined,1,1,0,No,9,1453.42,3,No Action,Not Recovered
C13984,4857.87,Card,Technical Error,9,3,6,Yes,1,6750.2,3,No Action,Recovered
C13985,756.25,UPI,Technical Error,13,2,11,Yes,22,494.29,1,No Action,Recovered
C13986,6226.5,Wallet,Temporary Failure,19,8,11,Yes,6,4132.91,3,No Action,Not Recovered
C13987,2579.86,UPI,Authentication Failure,7,7,0,Yes,30,3440.25,2,No Action,Recovered
C13988,18635.18,UPI,Temporary Failure,16,9,7,No,34,20837.21,3,No Action,Recovered
C13989,2152.44,UPI,Bank Declined,8,1,7,No,13,1853.4,0,No Action,Not Recovered
C13990,1035.57,UPI,Bank Declined,19,12,7,No,22,1252.59,2,No Action,Recovered
C13991,2743.63,UPI,Temporary Failure,7,4,3,No,6,2639.97,2,No Action,Not Recovered
C13992,823.58,Card,Authentication Failure,4,4,0,Yes,24,508.06,3,No Action,Recovered
C13993,7294.89,NetBanking,Insufficient Funds,10,7,3,Yes,21,8176.72,1,Payment Link,Not Recovered
C13994,766.61,Card,Temporary Failure,1,0,1,No,23,609.06,1,No Action,Recovered
C13995,4092.11,Card,Authentication Failure,17,9,8,Yes,5,2832.84,1,No Action,Not Recovered
C13996,758.85,UPI,Bank Declined,13,11,2,No,7,592.07,0,Reminder,Not Recovered
C13997,3095.83,Card,Bank Declined,19,13,6,Yes,3,3036.78,3,No Action,Recovered
C13998,14894.57,UPI,Bank Declined,13,5,8,No,13,9530.81,1,No Action,Not Recovered
C13999,5337.8,NetBanking,Technical Error,9,4,5,No,12,6973.95,0,No Action,Not Recovered
C14000,2004.71,UPI,Temporary Failure,5,0,5,Yes,6,2100.8,2,No Action,Not Recovered
C14001,3901.38,UPI,Temporary Failure,1,0,1,No,34,3255.3,1,No Action,Not Recovered
C14002,4058.07,UPI,Insufficient Funds,2,2,0,Yes,15,4665.17,2,No Action,Recovered
C14003,5838.06,NetBanking,Temporary Failure,11,5,6,No,18,7258.98,1,No Action,Not Recovered
C14004,1340.19,UPI,Technical Error,4,0,4,No,3,1462.33,3,No Action,Not Recovered
C14005,6425.97,Card,Insufficient Funds,9,4,5,No,22,4896.56,2,No Action,Not Recovered
C14006,459.68,UPI,Temporary Failure,5,5,0,Yes,35,316.37,3,No Action,Not Recovered
C14007,2416.66,Card,Temporary Failure,5,5,0,Yes,28,3112.46,0,Retry,Recovered
C14008,2706.55,Wallet,Technical Error,8,0,8,No,12,2132.08,2,No Action,Not Recovered
C14009,6638.96,UPI,Technical Error,2,2,0,No,1,4090.04,0,Retry,Recovered
C14010,4073.08,Card,Insufficient Funds,7,6,1,Yes,36,4538.72,1,Payment Link,Recovered
C14011,1299.32,Wallet,Bank Declined,17,4,13,Yes,30,938.51,1,No Action,Not Recovered
C14012,1819.02,Card,Temporary Failure,11,10,1,Yes,23,2533.49,1,Retry,Recovered
C14013,4689.09,Card,Bank Declined,15,11,4,Yes,28,6076.05,0,Reminder,Not Recovered
C14014,3754.82,Card,Temporary Failure,3,0,3,No,5,4080.58,1,No Action,Not Recovered
C14015,2516.82,Card,Insufficient Funds,13,11,2,Yes,36,3189.04,3,No Action,Recovered
C14016,2722.71,UPI,Bank Declined,18,2,16,Yes,10,2658.53,0,No Action,Recovered
C14017,6981.26,NetBanking,Authentication Failure,20,8,12,No,5,8592.46,0,No Action,Not Recovered
C14018,2643.6,UPI,Insufficient Funds,20,5,15,Yes,14,2953.5,2,No Action,Not Recovered
C14019,3727.81,UPI,Technical Error,3,1,2,No,24,2322.11,1,No Action,Not Recovered
C14020,22697.25,NetBanking,Bank Declined,2,1,1,No,28,30845.7,2,No Action,Not Recovered
C14021,1280.63,UPI,Authentication Failure,5,1,4,Yes,21,1650.39,0,No Action,Recovered
C14022,909.21,UPI,Insufficient Funds,20,1,19,No,12,1239.0,2,No Action,Not Recovered
C14023,7486.98,Card,Insufficient Funds,5,5,0,Yes,20,8872.77,3,No Action,Recovered
C14024,2324.21,NetBanking,Authentication Failure,13,11,2,Yes,32,2160.7,1,Reminder,Recovered
C14025,3100.94,NetBanking,Temporary Failure,8,7,1,Yes,21,2374.04,0,Retry,Recovered
C14026,2141.21,Wallet,Temporary Failure,16,1,15,No,17,1593.05,2,No Action,Not Recovered
C14027,3249.35,NetBanking,Temporary Failure,18,8,10,No,1,2326.32,1,No Action,Not Recovered
C14028,14369.74,UPI,Technical Error,16,15,1,Yes,28,11157.93,3,No Action,Not Recovered
C14029,7598.85,UPI,Temporary Failure,1,1,0,No,2,7906.67,1,Retry,Recovered
C14030,7973.1,NetBanking,Authentication Failure,8,8,0,Yes,17,9145.11,2,No Action,Recovered
C14031,1288.29,UPI,Insufficient Funds,2,2,0,No,14,1096.65,3,No Action,Recovered
C14032,1592.61,Card,Temporary Failure,5,5,0,Yes,14,1654.72,0,Retry,Recovered
C14033,412.73,Card,Insufficient Funds,15,3,12,No,18,360.31,3,No Action,Recovered
C14034,2093.4,UPI,Temporary Failure,14,3,11,No,34,2422.5,1,No Action,Not Recovered
C14035,8599.09,Wallet,Bank Declined,3,3,0,Yes,1,11959.52,0,Reminder,Recovered
C14036,6048.75,Card,Bank Declined,7,2,5,No,18,6963.4,1,No Action,Not Recovered
C14037,3350.41,Card,Insufficient Funds,4,4,0,Yes,34,2168.47,0,Payment Link,Recovered
C14038,3929.27,Wallet,Temporary Failure,11,7,4,No,23,3857.71,3,No Action,Not Recovered
C14039,2305.24,Card,Bank Declined,12,1,11,No,16,2803.89,0,No Action,Not Recovered
C14040,4711.95,UPI,Technical Error,15,10,5,Yes,19,4871.18,1,Reminder,Recovered
C14041,7381.65,Card,Technical Error,6,4,2,Yes,6,10045.32,2,No Action,Recovered
C14042,1098.1,NetBanking,Technical Error,1,1,0,No,24,706.98,2,No Action,Not Recovered
C14043,5083.56,NetBanking,Temporary Failure,18,1,17,No,17,4234.22,2,No Action,Not Recovered
C14044,8433.76,NetBanking,Authentication Failure,14,14,0,No,16,6549.44,0,Reminder,Recovered
C14045,2869.72,Card,Insufficient Funds,7,2,5,No,6,3484.12,2,No Action,Not Recovered
C14046,7006.62,UPI,Temporary Failure,10,10,0,Yes,16,7139.99,2,No Action,Not Recovered
C14047,38016.41,NetBanking,Technical Error,9,7,2,No,9,27017.33,1,Retry,Recovered
C14048,3679.66,NetBanking,Authentication Failure,2,0,2,Yes,29,3048.5,3,No Action,Not Recovered
C14049,5479.1,UPI,Bank Declined,8,6,2,Yes,4,5578.42,0,Reminder,Recovered
C14050,2216.32,UPI,Temporary Failure,1,0,1,No,26,3095.98,2,No Action,Not Recovered
C14051,4624.16,Wallet,Temporary Failure,20,19,1,No,26,4122.13,1,Retry,Recovered
C14052,5780.62,NetBanking,Insufficient Funds,2,1,1,No,14,4193.61,0,Payment Link,Not Recovered
C14053,4674.72,NetBanking,Authentication Failure,7,6,1,Yes,35,4663.75,1,Reminder,Recovered
C14054,1769.22,NetBanking,Temporary Failure,16,12,4,No,24,1500.56,3,No Action,Recovered
C14055,4717.99,Card,Technical Error,4,3,1,Yes,8,4966.97,2,No Action,Not Recovered
C14056,12884.84,Card,Temporary Failure,17,16,1,Yes,25,12541.69,0,Retry,Recovered
C14057,5727.06,Card,Technical Error,4,0,4,No,4,6595.24,0,No Action,Not Recovered
C14058,8635.52,UPI,Authentication Failure,3,0,3,No,15,11497.61,2,No Action,Not Recovered
C14059,3309.13,Card,Insufficient Funds,9,5,4,No,16,2516.3,1,Payment Link,Recovered
C14060,7287.89,Card,Insufficient Funds,15,2,13,Yes,11,9160.47,3,No Action,Not Recovered
C14061,5001.35,Card,Technical Error,20,12,8,Yes,28,6798.9,0,Reminder,Recovered
C14062,1869.3,Card,Bank Declined,3,0,3,No,7,1680.29,0,No Action,Not Recovered
C14063,5160.9,Card,Bank Declined,12,7,5,No,24,3565.82,3,No Action,Recovered
C14064,1809.29,UPI,Bank Declined,15,7,8,Yes,31,2275.23,0,No Action,Recovered
C14065,2410.88,UPI,Temporary Failure,20,11,9,No,4,2798.73,3,No Action,Not Recovered
C14066,4654.14,UPI,Technical Error,8,8,0,Yes,35,3584.48,2,No Action,Not Recovered
C14067,5073.8,UPI,Temporary Failure,12,5,7,No,6,4851.46,3,No Action,Not Recovered
C14068,1544.82,Wallet,Authentication Failure,13,3,10,No,33,1641.21,3,No Action,Not Recovered
C14069,9295.06,UPI,Temporary Failure,15,12,3,No,32,6840.08,1,Retry,Recovered
C14070,6321.14,UPI,Technical Error,11,1,10,No,35,7407.94,3,No Action,Not Recovered
C14071,2276.21,Card,Temporary Failure,17,2,15,No,17,2621.98,2,No Action,Recovered
C14072,1169.09,Card,Insufficient Funds,12,4,8,Yes,32,1531.16,0,Payment Link,Not Recovered
C14073,3562.17,UPI,Insufficient Funds,20,17,3,Yes,14,3753.88,1,Payment Link,Recovered
C14074,2799.78,NetBanking,Technical Error,18,13,5,Yes,19,2966.23,3,No Action,Not Recovered
C14075,4378.94,NetBanking,Bank Declined,16,1,15,No,24,4797.17,1,No Action,Not Recovered
C14076,2991.58,UPI,Authentication Failure,3,2,1,Yes,11,2450.18,2,No Action,Not Recovered
C14077,802.78,UPI,Insufficient Funds,9,7,2,Yes,7,968.86,2,No Action,Not Recovered
C14078,2931.8,Wallet,Bank Declined,7,7,0,Yes,24,3312.93,0,Reminder,Not Recovered
C14079,3132.4,NetBanking,Technical Error,19,2,17,Yes,24,3982.27,2,No Action,Recovered
C14080,6640.74,Card,Temporary Failure,5,3,2,No,14,8067.63,2,No Action,Recovered
C14081,2288.13,UPI,Insufficient Funds,19,19,0,No,24,2541.79,3,No Action,Not Recovered
C14082,15321.15,UPI,Insufficient Funds,10,6,4,No,11,11164.73,2,No Action,Recovered
C14083,866.74,Card,Insufficient Funds,20,4,16,No,8,1157.37,2,No Action,Not Recovered
C14084,11418.43,UPI,Insufficient Funds,12,3,9,No,15,10205.45,2,No Action,Not Recovered
C14085,3342.9,UPI,Bank Declined,8,6,2,Yes,2,4584.58,0,Reminder,Recovered
C14086,7956.29,Card,Temporary Failure,3,3,0,Yes,24,7331.69,3,No Action,Recovered
C14087,4263.69,UPI,Technical Error,19,18,1,Yes,10,3056.0,3,No Action,Not Recovered
C14088,9953.64,NetBanking,Authentication Failure,11,8,3,Yes,32,13018.09,1,Reminder,Not Recovered
C14089,2934.11,NetBanking,Bank Declined,8,4,4,No,17,3626.7,2,No Action,Not Recovered
C14090,1660.96,UPI,Bank Declined,13,11,2,No,10,2041.38,1,Reminder,Not Recovered
C14091,12462.17,NetBanking,Temporary Failure,10,2,8,No,22,8368.7,1,No Action,Not Recovered
C14092,3652.86,UPI,Authentication Failure,18,1,17,No,6,4761.22,2,No Action,Not Recovered
C14093,4775.7,NetBanking,Temporary Failure,12,6,6,No,27,5144.0,3,No Action,Not Recovered
C14094,10741.3,UPI,Bank Declined,7,3,4,Yes,20,10486.57,2,No Action,Not Recovered
C14095,1751.95,UPI,Authentication Failure,11,6,5,No,1,2331.03,1,No Action,Not Recovered
C14096,6441.02,Card,Bank Declined,10,4,6,Yes,17,7296.6,0,No Action,Not Recovered
C14097,2495.22,Card,Technical Error,3,3,0,No,1,1762.68,1,Retry,Recovered
C14098,3598.65,Wallet,Insufficient Funds,7,4,3,No,15,3654.9,3,No Action,Not Recovered
C14099,4238.11,UPI,Temporary Failure,4,2,2,No,1,4701.31,0,No Action,Not Recovered
C14100,1204.56,UPI,Technical Error,8,1,7,No,17,1588.62,1,No Action,Not Recovered
C14101,2145.18,Card,Temporary Failure,8,1,7,No,2,1767.45,2,No Action,Not Recovered
C14102,11788.83,Card,Technical Error,6,6,0,Yes,18,14563.77,3,No Action,Not Recovered
C14103,8127.45,UPI,Temporary Failure,13,9,4,Yes,12,10076.82,0,Reminder,Recovered
C14104,3804.49,Card,Authentication Failure,12,6,6,No,29,2672.42,3,No Action,Not Recovered
C14105,4858.81,NetBanking,Temporary Failure,3,3,0,Yes,23,2982.27,1,Retry,Not Recovered
C14106,3161.04,NetBanking,Bank Declined,6,5,1,Yes,9,3366.91,3,No Action,Not Recovered
C14107,11840.92,Wallet,Bank Declined,19,19,0,Yes,8,14583.08,0,Reminder,Recovered
C14108,3407.61,UPI,Insufficient Funds,11,3,8,No,16,3555.99,2,No Action,Not Recovered
C14109,4815.15,Card,Insufficient Funds,4,2,2,No,23,6022.2,0,Payment Link,Not Recovered
C14110,10005.34,UPI,Insufficient Funds,15,1,14,No,29,10984.29,3,No Action,Not Recovered
C14111,2147.7,Card,Insufficient Funds,2,0,2,No,10,2411.08,2,No Action,Recovered
C14112,13919.99,Card,Insufficient Funds,15,12,3,No,12,8665.52,2,No Action,Not Recovered
C14113,1175.77,Wallet,Insufficient Funds,17,8,9,No,12,788.8,3,No Action,Not Recovered
C14114,14731.79,Card,Bank Declined,2,0,2,Yes,30,17383.86,0,No Action,Not Recovered
C14115,2968.79,Wallet,Temporary Failure,7,6,1,Yes,10,3593.05,2,No Action,Recovered
C14116,3294.11,NetBanking,Authentication Failure,16,15,1,Yes,14,3405.26,2,No Action,Recovered
C14117,881.87,Wallet,Bank Declined,5,0,5,No,4,945.48,3,No Action,Not Recovered
C14118,2780.02,NetBanking,Temporary Failure,16,9,7,No,20,3034.37,2,No Action,Not Recovered
C14119,1740.98,Card,Insufficient Funds,19,19,0,Yes,7,1190.82,0,Payment Link,Recovered
C14120,2460.04,UPI,Authentication Failure,2,2,0,No,30,2790.49,2,No Action,Not Recovered
C14121,3583.88,UPI,Temporary Failure,15,11,4,Yes,24,3522.15,1,Retry,Recovered
C14122,8606.59,UPI,Bank Declined,4,4,0,Yes,10,9312.49,2,No Action,Not Recovered
C14123,4722.68,Card,Bank Declined,2,0,2,No,36,4961.24,1,No Action,Not Recovered
C14124,5116.32,Card,Temporary Failure,10,3,7,Yes,17,6192.79,0,No Action,Recovered
C14125,1665.09,Card,Technical Error,5,0,5,No,21,1423.41,1,No Action,Not Recovered
C14126,1977.22,Wallet,Insufficient Funds,18,9,9,Yes,3,1777.17,2,No Action,Not Recovered
C14127,16865.57,Wallet,Temporary Failure,4,4,0,Yes,1,15403.07,2,No Action,Not Recovered
C14128,2221.39,UPI,Technical Error,1,1,0,No,18,2687.8,3,No Action,Not Recovered
C14129,15048.24,UPI,Bank Declined,18,5,13,No,2,14218.93,3,No Action,Not Recovered
C14130,3293.15,UPI,Authentication Failure,20,11,9,Yes,4,2442.4,2,No Action,Not Recovered
C14131,4007.33,UPI,Bank Declined,6,4,2,Yes,32,5555.89,2,No Action,Not Recovered
C14132,9417.66,NetBanking,Technical Error,20,18,2,No,19,9367.8,2,No Action,Not Recovered
C14133,11065.24,Card,Technical Error,20,1,19,Yes,20,7606.23,2,No Action,Not Recovered
C14134,3660.66,Card,Temporary Failure,14,12,2,Yes,7,4159.31,0,Retry,Not Recovered
C14135,2932.04,NetBanking,Technical Error,10,5,5,No,9,3493.03,2,No Action,Not Recovered
C14136,3825.0,NetBanking,Bank Declined,18,10,8,Yes,7,3825.68,1,No Action,Recovered
C14137,5241.78,UPI,Temporary Failure,9,9,0,Yes,27,5855.94,3,No Action,Recovered
C14138,8160.76,Card,Bank Declined,12,2,10,No,21,6023.78,1,No Action,Recovered
C14139,4013.56,UPI,Temporary Failure,10,7,3,No,35,3589.48,1,Retry,Recovered
C14140,6562.71,UPI,Technical Error,19,8,11,No,24,4787.25,0,No Action,Recovered
C14141,14834.89,UPI,Bank Declined,6,6,0,Yes,32,13496.61,1,Reminder,Recovered
C14142,5426.76,Card,Authentication Failure,14,6,8,No,12,5699.4,1,No Action,Not Recovered
C14143,5132.62,UPI,Temporary Failure,8,1,7,Yes,23,4896.68,1,No Action,Not Recovered
C14144,1186.69,UPI,Bank Declined,14,7,7,No,36,1275.18,3,No Action,Recovered
C14145,487.59,Card,Temporary Failure,11,10,1,Yes,29,488.28,0,Retry,Recovered
C14146,5457.52,NetBanking,Bank Declined,16,4,12,No,3,4662.09,1,No Action,Not Recovered
C14147,3707.79,UPI,Technical Error,20,14,6,No,8,2650.08,1,Retry,Recovered
C14148,2649.76,UPI,Technical Error,6,6,0,Yes,34,2125.47,0,Retry,Recovered
C14149,4860.39,NetBanking,Technical Error,15,10,5,Yes,14,3696.67,2,No Action,Recovered
C14150,3811.3,UPI,Authentication Failure,15,9,6,Yes,36,4443.74,1,Reminder,Recovered
C14151,9860.32,Wallet,Temporary Failure,14,6,8,No,32,12384.3,3,No Action,Recovered
C14152,4285.27,Card,Insufficient Funds,12,4,8,No,7,5040.81,3,No Action,Not Recovered
C14153,2200.66,UPI,Bank Declined,2,1,1,No,10,2453.71,2,No Action,Not Recovered
C14154,8832.41,UPI,Insufficient Funds,8,3,5,No,12,7474.7,1,Payment Link,Not Recovered
C14155,3362.18,UPI,Temporary Failure,19,10,9,No,23,3929.68,0,No Action,Recovered
C14156,6095.33,UPI,Bank Declined,14,4,10,No,11,6607.74,2,No Action,Not Recovered
C14157,2730.18,UPI,Insufficient Funds,5,5,0,Yes,13,1740.53,3,No Action,Not Recovered
C14158,2378.41,Card,Insufficient Funds,9,4,5,No,12,3153.98,3,No Action,Not Recovered
C14159,4278.61,UPI,Technical Error,13,9,4,No,7,2840.84,0,Reminder,Recovered
C14160,4041.26,Card,Insufficient Funds,9,0,9,No,10,4050.01,2,No Action,Not Recovered
C14161,5871.77,Card,Temporary Failure,14,0,14,No,7,5933.16,0,No Action,Recovered
C14162,3226.43,UPI,Temporary Failure,5,2,3,No,27,4096.29,2,No Action,Recovered
C14163,920.54,UPI,Authentication Failure,2,0,2,No,7,1224.74,2,No Action,Not Recovered
C14164,2829.43,UPI,Authentication Failure,7,2,5,No,24,3824.66,2,No Action,Not Recovered
C14165,7548.5,UPI,Bank Declined,16,9,7,No,23,7969.24,1,No Action,Recovered
C14166,3153.12,Card,Insufficient Funds,11,4,7,No,25,3604.75,3,No Action,Not Recovered
C14167,3284.41,UPI,Authentication Failure,11,8,3,Yes,36,2203.23,3,No Action,Recovered
C14168,8805.67,NetBanking,Bank Declined,12,6,6,No,33,8720.54,3,No Action,Recovered
C14169,2263.06,UPI,Technical Error,13,10,3,Yes,7,2983.36,2,No Action,Recovered
C14170,1164.22,Card,Technical Error,8,7,1,No,30,1122.96,2,No Action,Not Recovered
C14171,3517.64,Card,Insufficient Funds,16,1,15,Yes,31,2306.43,1,Payment Link,Not Recovered
C14172,2715.44,Card,Insufficient Funds,1,0,1,Yes,21,2065.13,3,No Action,Not Recovered
C14173,1846.51,UPI,Temporary Failure,13,8,5,Yes,34,1742.38,3,No Action,Recovered
C14174,3476.38,UPI,Temporary Failure,11,0,11,No,21,2746.42,1,No Action,Not Recovered
C14175,5926.89,Card,Technical Error,4,0,4,Yes,20,5416.19,3,No Action,Not Recovered
C14176,3970.39,UPI,Authentication Failure,4,1,3,No,34,3439.82,0,No Action,Not Recovered
C14177,5113.48,UPI,Technical Error,15,7,8,No,8,4372.76,0,No Action,Not Recovered
C14178,17064.85,Card,Insufficient Funds,3,1,2,No,32,11483.48,1,Payment Link,Not Recovered
C14179,3040.41,Card,Temporary Failure,19,9,10,Yes,30,3971.3,3,No Action,Not Recovered
C14180,4997.68,Card,Temporary Failure,2,0,2,Yes,29,5768.15,1,No Action,Not Recovered
